cycle 1 
log_e(weight), region_index_(-1 means between 5 and 10 \AA away from protein), old_region_index (-2 no old region placeholder), trajectory_index, worker_index, energy_calculation(?), minimum_distance_ligand_and_protein(\AA), void_index_(0,1_(5 < x 10 \AA), 2 (x > 10 \AA and kill)
-3.87120101090789 0 -2 1 3 -133666.121 2.18283317 0 
-3.87120101090789 0 -2 3 2 -134226.488 2.00843975 0 
-3.87120101090789 0 -2 0 0 -133487.128 1.6660329 0 
-3.87120101090789 0 -2 7 7 -133531.278 1.692176 0 
-3.87120101090789 0 -2 5 1 -134042.374 1.82773921 0 
-3.87120101090789 0 -2 2 6 -133315.373 1.73250991 0 
-3.87120101090789 0 -2 6 5 -133681.686 1.7175878 0 
-3.87120101090789 0 -2 4 4 -133583.041 1.68194499 0 
-3.87120101090789 0 -2 8 3 -134118.821 2.54495322 0 
-3.87120101090789 0 -2 9 2 -133958.405 1.89687292 0 
-3.87120101090789 0 -2 10 0 -133925.845 2.18263433 0 
-3.87120101090789 0 -2 13 6 -134019.619 1.75841781 0 
-3.87120101090789 0 -2 12 1 -133789.642 1.69625453 0 
-3.87120101090789 0 -2 11 7 -134027.314 2.37767011 0 
-3.87120101090789 0 -2 14 5 -133680.053 1.7680211 0 
-3.87120101090789 0 -2 15 4 -134051.795 2.03870895 0 
-3.87120101090789 0 -2 17 2 -133689.44 1.91939271 0 
-3.87120101090789 0 -2 16 3 -133851.05 2.40716561 0 
-3.87120101090789 0 -2 20 1 -133956.795 2.21509388 0 
-3.87120101090789 0 -2 18 0 -133788.695 2.67663714 0 
-3.87120101090789 0 -2 19 6 -133448.737 2.03341861 0 
-3.87120101090789 0 -2 21 7 -134098.767 1.88811998 0 
-3.87120101090789 0 -2 22 5 -133774.215 2.03592876 0 
-3.87120101090789 0 -2 23 4 -133427.893 2.27289029 0 
-3.87120101090789 0 -2 25 3 -133630.831 1.83099219 0 
-3.87120101090789 0 -2 24 2 -133400.153 2.06461619 0 
-3.87120101090789 0 -2 27 0 -133612.691 2.180005 0 
-3.87120101090789 0 -2 26 1 -134067.152 2.00380387 0 
-3.87120101090789 0 -2 28 6 -134040.963 1.83942314 0 
-3.87120101090789 0 -2 29 7 -133885.286 2.05784925 0 
-3.87120101090789 0 -2 30 5 -133831.151 1.96711001 0 
-3.87120101090789 0 -2 31 4 -133847.856 1.71575082 0 
-3.87120101090789 0 -2 33 2 -133571.485 1.8032149 0 
-3.87120101090789 0 -2 32 3 -133978.316 2.14871404 0 
-3.87120101090789 0 -2 34 0 -133889.295 1.95061589 0 
-3.87120101090789 0 -2 35 1 -134419.149 1.83871866 0 
-3.87120101090789 0 -2 36 6 -134386.684 1.73702105 0 
-3.87120101090789 0 -2 37 7 -133839.564 1.75747726 0 
-3.87120101090789 0 -2 38 5 -133469.608 2.08986883 0 
-3.87120101090789 0 -2 39 4 -133604.798 1.91705786 0 
-3.87120101090789 0 -2 40 2 -133638.329 2.42224533 0 
-3.87120101090789 0 -2 41 3 -133927.135 2.0605877 0 
-3.87120101090789 0 -2 42 0 -133469.394 1.69077435 0 
-3.87120101090789 0 -2 43 1 -133986.52 2.06410026 0 
-3.87120101090789 0 -2 44 6 -133950.502 1.85968964 0 
-3.87120101090789 0 -2 45 7 -133622.481 1.883983 0 
-3.87120101090789 0 -2 46 5 -133723.857 2.3132011 0 
-3.87120101090789 0 -2 47 4 -133768.5 1.9817677 0 
cycle 2 
-5.25749537202778 20 0 6 0 -134867.258 1.84590379 0 
-5.25749537202778 20 0 2 3 -134780.987 2.12246057 0 
-3.87120101090789 0 -2 7 1 -135123.739 1.8432023 0 
-5.95064255258773 20 0 0 2 -134822.851 2.08006792 0 
-3.87120101090789 1 0 5 6 -134909.306 1.90779358 0 
-3.17805383034795 0 -2 1 7 -134521.429 1.91702109 0 
-3.17805383034795 0 -2 3 4 -134702.34 1.94952841 0 
-3.17805383034795 0 -2 4 5 -134168.178 1.87410534 0 
